sentence_index,chapter_number,sentence
2858,8,"""He left feeling that if he had searched harder, he might have found her\u2014that he was leaving her behind."""
2859,8,"""The day-coach\u2014he was penniless now\u2014was hot."""
2860,8,"""He went out to the open vestibule and sat down on a folding-chair, and the station slid away and the backs of unfamiliar buildings moved by."""
2861,8,"""Then out into the spring fields, where a yellow trolley raced them for a minute with people in it who might once have seen the pale magic of her face along the casual street."""
2862,8,"""The track curved and now it was going away from the sun, which, as it sank lower, seemed to spread itself in benediction over the vanishing city where she had drawn her breath."""
2863,8,"""He stretched out his hand desperately as if to snatch only a wisp of air, to save a fragment of the spot that she had made lovely for him."""
2864,8,"""But it was all going by too fast now for his blurred eyes and he knew that he had lost that part of it, the freshest and the best, forever."""
2865,8,"""It was nine o\u2019clock when we finished breakfast and went out on the porch."""
2866,8,"""The night had made a sharp difference in the weather and there was an autumn flavour in the air."""
2867,8,"""The gardener, the last one of Gatsby\u2019s former servants, came to the foot of the steps."""
2868,8,"""\u201cI\u2019m going to drain the pool today, Mr. Gatsby."""
2869,8,"""Leaves\u2019ll start falling pretty soon, and then there\u2019s always trouble with the pipes.\u201d"""
2870,8,"""\u201cDon\u2019t do it today,\u201d Gatsby answered."""
2871,8,"""He turned to me apologetically."""
2872,8,"""\u201cYou know, old sport, I\u2019ve never used that pool all summer?\u201d"""
2873,8,"""I looked at my watch and stood up."""
2874,8,"""\u201cTwelve minutes to my train.\u201d"""
2875,8,"""I didn\u2019t want to go to the city."""
2876,8,"""I wasn\u2019t worth a decent stroke of work, but it was more than that\u2014I didn\u2019t want to leave Gatsby."""
2877,8,"""I missed that train, and then another, before I could get myself away."""
2878,8,"""\u201cI\u2019ll call you up,\u201d I said finally."""
2879,8,"""\u201cDo, old sport.\u201d"""
2880,8,"""\u201cI\u2019ll call you about noon.\u201d"""
2881,8,"""We walked slowly down the steps."""
2882,8,"""\u201cI suppose Daisy\u2019ll call too.\u201d"""
2883,8,"""He looked at me anxiously, as if he hoped I\u2019d corroborate this."""
2884,8,"""\u201cI suppose so.\u201d"""
2885,8,"""\u201cWell, goodbye.\u201d"""
2886,8,"""We shook hands and I started away."""
2887,8,"""Just before I reached the hedge I remembered something and turned around."""
2888,8,"""\u201cThey\u2019re a rotten crowd,\u201d I shouted across the lawn."""
2889,8,"""\u201cYou\u2019re worth the whole damn bunch put together.\u201d"""
2890,8,"""I\u2019ve always been glad I said that."""
2891,8,"""It was the only compliment I ever gave him, because I disapproved of him from beginning to end."""
2892,8,"""First he nodded politely, and then his face broke into that radiant and understanding smile, as if we\u2019d been in ecstatic cahoots on that fact all the time."""
2893,8,"""His gorgeous pink rag of a suit made a bright spot of colour against the white steps, and I thought of the night when I first came to his ancestral home, three months before."""
2894,8,"""The lawn and drive had been crowded with the faces of those who guessed at his corruption\u2014and he had stood on those steps, concealing his incorruptible dream, as he waved them goodbye."""
2895,8,"""I thanked him for his hospitality."""
2896,8,"""We were always thanking him for that\u2014I and the others."""
2897,8,"""\u201cGoodbye,\u201d I called."""
2898,8,"""\u201cI enjoyed breakfast, Gatsby.\u201d"""
2899,8,"""------------------------------------------------------------------------"""
2900,8,"""Up in the city, I tried for a while to list the quotations on an interminable amount of stock, then I fell asleep in my swivel-chair."""
2901,8,"""Just before noon the phone woke me, and I started up with sweat breaking out on my forehead."""
2902,8,"""It was Jordan Baker; she often called me up at this hour because the uncertainty of her own movements between hotels and clubs and private houses made her hard to find in any other way."""
2903,8,"""Usually her voice came over the wire as something fresh and cool, as if a divot from a green golf-links had come sailing in at the office window, but this morning it seemed harsh and dry."""
2904,8,"""\u201cI\u2019ve left Daisy\u2019s house,\u201d she said."""
2905,8,"""\u201cI\u2019m at Hempstead, and I\u2019m going down to Southampton this afternoon.\u201d"""
2906,8,"""Probably it had been tactful to leave Daisy\u2019s house, but the act annoyed me, and her next remark made me rigid."""
2907,8,"""\u201cYou weren\u2019t so nice to me last night.\u201d"""
2908,8,"""\u201cHow could it have mattered then?\u201d"""
2909,8,"""Silence for a moment."""
2910,8,"""Then: \u201cHowever\u2014I want to see you.\u201d"""
2911,8,"""\u201cI want to see you, too.\u201d"""
2912,8,"""\u201cSuppose I don\u2019t go to Southampton, and come into town this afternoon?\u201d"""
2913,8,"""\u201cNo\u2014I don\u2019t think this afternoon.\u201d"""
2914,8,"""\u201cVery well.\u201d"""
2915,8,"""\u201cIt\u2019s impossible this afternoon."""
2916,8,"""Various\u2014\u201d We talked like that for a while, and then abruptly we weren\u2019t talking any longer."""
2917,8,"""I don\u2019t know which of us hung up with a sharp click, but I know I didn\u2019t care."""
2918,8,"""I couldn\u2019t have talked to her across a tea-table that day if I never talked to her again in this world."""
2919,8,"""I called Gatsby\u2019s house a few minutes later, but the line was busy."""
2920,8,"""I tried four times; finally an exasperated central told me the wire was being kept open for long distance from Detroit."""
2921,8,"""Taking out my timetable, I drew a small circle around the three-fifty train."""
2922,8,"""Then I leaned back in my chair and tried to think."""
2923,8,"""It was just noon."""
2924,8,"""------------------------------------------------------------------------"""
2925,8,"""When I passed the ash-heaps on the train that morning I had crossed deliberately to the other side of the car."""
2926,8,"""I supposed there\u2019d be a curious crowd around there all day with little boys searching for dark spots in the dust, and some garrulous man telling over and over what had happened, until it became less and less real even to him and he could tell it no longer, and Myrtle Wilson\u2019s tragic achievement was forgotten."""
2927,8,"""Now I want to go back a little and tell what happened at the garage after we left there the night before."""
2928,8,"""They had difficulty in locating the sister, Catherine."""
2929,8,"""She must have broken her rule against drinking that night, for when she arrived she was stupid with liquor and unable to understand that the ambulance had already gone to Flushing."""
2930,8,"""When they convinced her of this, she immediately fainted, as if that was the intolerable part of the affair."""
2931,8,"""Someone, kind or curious, took her in his car and drove her in the wake of her sister\u2019s body."""
2932,8,"""Until long after midnight a changing crowd lapped up against the front of the garage, while George Wilson rocked himself back and forth on the couch inside."""
2933,8,"""For a while the door of the office was open, and everyone who came into the garage glanced irresistibly through it."""
2934,8,"""Finally someone said it was a shame, and closed the door."""
2935,8,"""Michaelis and several other men were with him; first, four or five men, later two or three men."""
2936,8,"""Still later Michaelis had to ask the last stranger to wait there fifteen minutes longer, while he went back to his own place and made a pot of coffee."""
2937,8,"""After that, he stayed there alone with Wilson until dawn."""
2938,8,"""About three o\u2019clock the quality of Wilson\u2019s incoherent muttering changed\u2014he grew quieter and began to talk about the yellow car."""
2939,8,"""He announced that he had a way of finding out whom the yellow car belonged to, and then he blurted out that a couple of months ago his wife had come from the city with her face bruised and her nose swollen."""
2940,8,"""But when he heard himself say this, he flinched and began to cry \u201cOh, my God!\u201d"""
2941,8,"""again in his groaning voice."""
2942,8,"""Michaelis made a clumsy attempt to distract him."""
2943,8,"""\u201cHow long have you been married, George?"""
2944,8,"""Come on there, try and sit still a minute, and answer my question."""
2945,8,"""How long have you been married?\u201d"""
2946,8,"""\u201cTwelve years.\u201d"""
2947,8,"""\u201cEver had any children?"""
2948,8,"""Come on, George, sit still\u2014I asked you a question."""
2949,8,"""Did you ever have any children?\u201d"""
2950,8,"""The hard brown beetles kept thudding against the dull light, and whenever Michaelis heard a car go tearing along the road outside it sounded to him like the car that hadn\u2019t stopped a few hours before."""
2951,8,"""He didn\u2019t like to go into the garage, because the work bench was stained where the body had been lying, so he moved uncomfortably around the office\u2014he knew every object in it before morning\u2014and from time to time sat down beside Wilson trying to keep him more quiet."""
2952,8,"""\u201cHave you got a church you go to sometimes, George?"""
2953,8,"""Maybe even if you haven\u2019t been there for a long time?"""
2954,8,"""Maybe I could call up the church and get a priest to come over and he could talk to you, see?\u201d"""
2955,8,"""\u201cDon\u2019t belong to any.\u201d"""
2956,8,"""\u201cYou ought to have a church, George, for times like this."""
2957,8,"""You must have gone to church once."""
2958,8,"""Didn\u2019t you get married in a church?"""
2959,8,"""Listen, George, listen to me."""
2960,8,"""Didn\u2019t you get married in a church?\u201d"""
2961,8,"""\u201cThat was a long time ago.\u201d"""
2962,8,"""The effort of answering broke the rhythm of his rocking\u2014for a moment he was silent."""
2963,8,"""Then the same half-knowing, half-bewildered look came back into his faded eyes."""
2964,8,"""\u201cLook in the drawer there,\u201d he said, pointing at the desk."""
2965,8,"""\u201cWhich drawer?\u201d"""
2966,8,"""\u201cThat drawer\u2014that one.\u201d"""
2967,8,"""Michaelis opened the drawer nearest his hand."""
2968,8,"""There was nothing in it but a small, expensive dog-leash, made of leather and braided silver."""
2969,8,"""It was apparently new."""
2970,8,"""\u201cThis?\u201d he inquired, holding it up."""
2971,8,"""Wilson stared and nodded."""
2972,8,"""\u201cI found it yesterday afternoon."""
2973,8,"""She tried to tell me about it, but I knew it was something funny.\u201d"""
2974,8,"""\u201cYou mean your wife bought it?\u201d"""
2975,8,"""\u201cShe had it wrapped in tissue paper on her bureau.\u201d"""
2976,8,"""Michaelis didn\u2019t see anything odd in that, and he gave Wilson a dozen reasons why his wife might have bought the dog-leash."""
2977,8,"""But conceivably Wilson had heard some of these same explanations before, from Myrtle, because he began saying \u201cOh, my God!\u201d"""
2978,8,"""again in a whisper\u2014his comforter left several explanations in the air."""
2979,8,"""\u201cThen he killed her,\u201d said Wilson."""
2980,8,"""His mouth dropped open suddenly."""
2981,8,"""\u201cWho did?\u201d"""
2982,8,"""\u201cI have a way of finding out.\u201d"""
2983,8,"""\u201cYou\u2019re morbid, George,\u201d said his friend."""
2984,8,"""\u201cThis has been a strain to you and you don\u2019t know what you\u2019re saying."""
2985,8,"""You\u2019d better try and sit quiet till morning.\u201d"""
2986,8,"""\u201cHe murdered her.\u201d"""
2987,8,"""\u201cIt was an accident, George.\u201d"""
2988,8,"""Wilson shook his head."""
2989,8,"""His eyes narrowed and his mouth widened slightly with the ghost of a superior \u201cHm!\u201d"""
2990,8,"""\u201cI know,\u201d he said definitely."""
2991,8,"""\u201cI\u2019m one of these trusting fellas and I don\u2019t think any harm to nobody, but when I get to know a thing I know it."""
2992,8,"""It was the man in that car."""
2993,8,"""She ran out to speak to him and he wouldn\u2019t stop.\u201d"""
2994,8,"""Michaelis had seen this too, but it hadn\u2019t occurred to him that there was any special significance in it."""
2995,8,"""He believed that Mrs. Wilson had been running away from her husband, rather than trying to stop any particular car."""
2996,8,"""\u201cHow could she of been like that?\u201d"""
2997,8,"""\u201cShe\u2019s a deep one,\u201d said Wilson, as if that answered the question."""
2998,8,"""\u201cAh-h-h\u2014\u201d He began to rock again, and Michaelis stood twisting the leash in his hand."""
2999,8,"""\u201cMaybe you got some friend that I could telephone for, George?\u201d"""
3000,8,"""This was a forlorn hope\u2014he was almost sure that Wilson had no friend: there was not enough of him for his wife."""
3001,8,"""He was glad a little later when he noticed a change in the room, a blue quickening by the window, and realized that dawn wasn\u2019t far off."""
3002,8,"""About five o\u2019clock it was blue enough outside to snap off the light."""
3003,8,"""Wilson\u2019s glazed eyes turned out to the ash-heaps, where small grey clouds took on fantastic shapes and scurried here and there in the faint dawn wind."""
3004,8,"""\u201cI spoke to her,\u201d he muttered, after a long silence."""
3005,8,"""\u201cI told her she might fool me but she couldn\u2019t fool God."""
3006,8,"""I took her to the window\u201d\u2014with an effort he got up and walked to the rear window and leaned with his face pressed against it\u2014\u201cand"""
3007,8,"""I said \u2018God knows what you\u2019ve been doing, everything you\u2019ve been doing."""
3008,8,"""You may fool me, but you can\u2019t fool God!\u2019\u200a\u201d Standing behind him, Michaelis saw with a shock that he was looking at the eyes of Doctor T. J. Eckleburg, which had just emerged, pale and enormous, from the dissolving night."""
3009,8,"""\u201cGod sees everything,\u201d repeated Wilson."""
3010,8,"""\u201cThat\u2019s an advertisement,\u201d Michaelis assured him."""
3011,8,"""Something made him turn away from the window and look back into the room."""
3012,8,"""But Wilson stood there a long time, his face close to the window pane, nodding into the twilight."""
3013,8,"""------------------------------------------------------------------------"""
3014,8,"""By six o\u2019clock Michaelis was worn out, and grateful for the sound of a car stopping outside."""
3015,8,"""It was one of the watchers of the night before who had promised to come back, so he cooked breakfast for three, which he and the other man ate together."""
3016,8,"""Wilson was quieter now, and Michaelis went home to sleep; when he awoke four hours later and hurried back to the garage, Wilson was gone."""
3017,8,"""His movements\u2014he was on foot all the time\u2014were afterward traced to Port Roosevelt and then to Gad\u2019s Hill, where he bought a sandwich that he didn\u2019t eat, and a cup of coffee."""
3018,8,"""He must have been tired and walking slowly, for he didn\u2019t reach Gad\u2019s Hill until noon."""
3019,8,"""Thus far there was no difficulty in accounting for his time\u2014there were boys who had seen a man \u201cacting sort of crazy,\u201d and motorists at whom he stared oddly from the side of the road."""
3020,8,"""Then for three hours he disappeared from view."""
3021,8,"""The police, on the strength of what he said to Michaelis, that he \u201chad a way of finding out,\u201d supposed that he spent that time going from garage to garage thereabout, inquiring for a yellow car."""
3022,8,"""On the other hand, no garage man who had seen him ever came forward, and perhaps he had an easier, surer way of finding out what he wanted to know."""
3023,8,"""By half-past two he was in West Egg, where he asked someone the way to Gatsby\u2019s house."""
3024,8,"""So by that time he knew Gatsby\u2019s name."""
3025,8,"""------------------------------------------------------------------------"""
3026,8,"""At two o\u2019clock Gatsby put on his bathing-suit and left word with the butler that if anyone phoned word was to be brought to him at the pool."""
3027,8,"""He stopped at the garage for a pneumatic mattress that had amused his guests during the summer, and the chauffeur helped him to pump it up."""
3028,8,"""Then he gave instructions that the open car wasn\u2019t to be taken out under any circumstances\u2014and this was strange, because the front right fender needed repair."""
3029,8,"""Gatsby shouldered the mattress and started for the pool."""
3030,8,"""Once he stopped and shifted it a little, and the chauffeur asked him if he needed help, but he shook his head and in a moment disappeared among the yellowing trees."""
3031,8,"""No telephone message arrived, but the butler went without his sleep and waited for it until four o\u2019clock\u2014until long after there was anyone to give it to if it came."""
3032,8,"""I have an idea that Gatsby himself didn\u2019t believe it would come, and perhaps he no longer cared."""
3033,8,"""If that was true he must have felt that he had lost the old warm world, paid a high price for living too long with a single dream."""
3034,8,"""He must have looked up at an unfamiliar sky through frightening leaves and shivered as he found what a grotesque thing a rose is and how raw the sunlight was upon the scarcely created grass."""
3035,8,"""A new world, material without being real, where poor ghosts, breathing dreams like air, drifted fortuitously about \u2026 like that ashen, fantastic figure gliding toward him through the amorphous trees."""
3036,8,"""The chauffeur\u2014he was one of Wolfshiem\u2019s prot\u00e9g\u00e9s\u2014heard the shots\u2014afterwards he could only say that he hadn\u2019t thought anything much about them."""
3037,8,"""I drove from the station directly to Gatsby\u2019s house and my rushing anxiously up the front steps was the first thing that alarmed anyone."""
3038,8,"""But they knew then, I firmly believe."""
3039,8,"""With scarcely a word said, four of us, the chauffeur, butler, gardener, and I hurried down to the pool."""
3040,8,"""There was a faint, barely perceptible movement of the water as the fresh flow from one end urged its way toward the drain at the other."""
3041,8,"""With little ripples that were hardly the shadows of waves, the laden mattress moved irregularly down the pool."""
3042,8,"""A small gust of wind that scarcely corrugated the surface was enough to disturb its accidental course with its accidental burden."""
3043,8,"""The touch of a cluster of leaves revolved it slowly, tracing, like the leg of transit, a thin red circle in the water."""
3044,8,"""It was after we started with Gatsby toward the house that the gardener saw Wilson\u2019s body a little way off in the grass, and the holocaust was complete.                                    """
3045,9,""" IX After two years I remember the rest of that day, and that night and the next day, only as an endless drill of police and photographers and newspaper men in and out of Gatsby\u2019s front door."""
3046,9,"""A rope stretched across the main gate and a policeman by it kept out the curious, but little boys soon discovered that they could enter through my yard, and there were always a few of them clustered open-mouthed about the pool."""
3047,9,"""Someone with a positive manner, perhaps a detective, used the expression \u201cmadman\u201d as he bent over Wilson\u2019s body that afternoon, and the adventitious authority of his voice set the key for the newspaper reports next morning."""
3048,9,"""Most of those reports were a nightmare\u2014grotesque, circumstantial, eager, and untrue."""
3049,9,"""When Michaelis\u2019s testimony at the inquest brought to light Wilson\u2019s suspicions of his wife I thought the whole tale would shortly be served up in racy pasquinade\u2014but Catherine, who might have said anything, didn\u2019t say a word."""
3050,9,"""She showed a surprising amount of character about it too\u2014looked at the coroner with determined eyes under that corrected brow of hers, and swore that her sister had never seen Gatsby, that her sister was completely happy with her husband, that her sister had been into no mischief whatever."""
3051,9,"""She convinced herself of it, and cried into her handkerchief, as if the very suggestion was more than she could endure."""
3052,9,"""So Wilson was reduced to a man \u201cderanged by grief\u201d in order that the case might remain in its simplest form."""
3053,9,"""And it rested there."""
3054,9,"""But all this part of it seemed remote and unessential."""
3055,9,"""I found myself on Gatsby\u2019s side, and alone."""
3056,9,"""From the moment I telephoned news of the catastrophe to West Egg village, every surmise about him, and every practical question, was referred to me."""
3057,9,"""At first I was surprised and confused; then, as he lay in his house and didn\u2019t move or breathe or speak, hour upon hour, it grew upon me that I was responsible, because no one else was interested\u2014interested, I mean, with that intense personal interest to which everyone has some vague right at the end."""
3058,9,"""I called up Daisy half an hour after we found him, called her instinctively and without hesitation."""
3059,9,"""But she and Tom had gone away early that afternoon, and taken baggage with them."""
3060,9,"""\u201cLeft no address?\u201d"""
3061,9,"""\u201cNo.\u201d"""
3062,9,"""\u201cSay when they\u2019d be back?\u201d"""
3063,9,"""\u201cNo.\u201d"""
3064,9,"""\u201cAny idea where they are?"""
3065,9,"""How I could reach them?\u201d"""
3066,9,"""\u201cI don\u2019t know."""
3067,9,"""Can\u2019t say.\u201d"""
3068,9,"""I wanted to get somebody for him."""
3069,9,"""I wanted to go into the room where he lay and reassure him: \u201cI\u2019ll get somebody for you, Gatsby."""
3070,9,"""Don\u2019t worry."""
3071,9,"""Just trust me and I\u2019ll get somebody for you\u2014\u201d Meyer Wolfshiem\u2019s name wasn\u2019t in the phone book."""
3072,9,"""The butler gave me his office address on Broadway, and I called Information, but by the time I had the number it was long after five, and no one answered the phone."""
3073,9,"""\u201cWill you ring again?\u201d"""
3074,9,"""\u201cI\u2019ve rung three times.\u201d"""
3075,9,"""\u201cIt\u2019s very important.\u201d"""
3076,9,"""\u201cSorry."""
3077,9,"""I\u2019m afraid no one\u2019s there.\u201d"""
3078,9,"""I went back to the drawing-room and thought for an instant that they were chance visitors, all these official people who suddenly filled it."""
3079,9,"""But, though they drew back the sheet and looked at Gatsby with shocked eyes, his protest continued in my brain: \u201cLook here, old sport, you\u2019ve got to get somebody for me."""
3080,9,"""You\u2019ve got to try hard."""
3081,9,"""I can\u2019t go through this alone.\u201d"""
3082,9,"""Someone started to ask me questions, but I broke away and going upstairs looked hastily through the unlocked parts of his desk\u2014he\u2019d never told me definitely that his parents were dead."""
3083,9,"""But there was nothing\u2014only the picture of Dan Cody, a token of forgotten violence, staring down from the wall."""
3084,9,"""Next morning I sent the butler to New York with a letter to Wolfshiem, which asked for information and urged him to come out on the next train."""
3085,9,"""That request seemed superfluous when I wrote it."""
3086,9,"""I was sure he\u2019d start when he saw the newspapers, just as I was sure there\u2019d be a wire from Daisy before noon\u2014but neither a wire nor Mr. Wolfshiem arrived; no one arrived except more police and photographers and newspaper men."""
3087,9,"""When the butler brought back Wolfshiem\u2019s answer I began to have a feeling of defiance, of scornful solidarity between Gatsby and me against them all.  """
3088,9,"""Dear Mr. Carraway."""
3089,9,"""This has been one of the most terrible shocks of  my life to me I hardly can believe it that it is true at all."""
3090,9,"""Such a  mad act as that man did should make us all think."""
3091,9,"""I cannot come down  now as I am tied up in some very important business and cannot get  mixed up in this thing now."""
3092,9,"""If there is anything I can do a little  later let me know in a letter by Edgar."""
3093,9,"""I hardly know where I am when  I hear about a thing like this and am completely knocked down and  out.                                """
3094,9,"""Yours truly                              Meyer Wolfshiem and then hasty addenda beneath:  Let me know about the funeral etc do not know his family at all."""
3095,9,"""When the phone rang that afternoon and Long Distance said Chicago was calling I thought this would be Daisy at last."""
3096,9,"""But the connection came through as a man\u2019s voice, very thin and far away."""
3097,9,"""\u201cThis is Slagle speaking \u2026\u201d \u201cYes?\u201d"""
3098,9,"""The name was unfamiliar."""
3099,9,"""\u201cHell of a note, isn\u2019t it?"""
3100,9,"""Get my wire?\u201d"""
3101,9,"""\u201cThere haven\u2019t been any wires.\u201d"""
3102,9,"""\u201cYoung Parke\u2019s in trouble,\u201d he said rapidly."""
3103,9,"""\u201cThey picked him up when he handed the bonds over the counter."""
3104,9,"""They got a circular from New York giving \u2019em the numbers just five minutes before."""
3105,9,"""What d\u2019you know about that, hey?"""
3106,9,"""You never can tell in these hick towns\u2014\u201d \u201cHello!\u201d"""
3107,9,"""I interrupted breathlessly."""
3108,9,"""\u201cLook here\u2014this isn\u2019t Mr. Gatsby."""
3109,9,"""Mr. Gatsby\u2019s dead.\u201d"""
3110,9,"""There was a long silence on the other end of the wire, followed by an exclamation \u2026 then a quick squawk as the connection was broken."""
3111,9,"""------------------------------------------------------------------------"""
3112,9,"""I think it was on the third day that a telegram signed Henry C. Gatz arrived from a town in Minnesota."""
3113,9,"""It said only that the sender was leaving immediately and to postpone the funeral until he came."""
3114,9,"""It was Gatsby\u2019s father, a solemn old man, very helpless and dismayed, bundled up in a long cheap ulster against the warm September day."""
3115,9,"""His eyes leaked continuously with excitement, and when I took the bag and umbrella from his hands he began to pull so incessantly at his sparse grey beard that I had difficulty in getting off his coat."""
3116,9,"""He was on the point of collapse, so I took him into the music-room and made him sit down while I sent for something to eat."""
3117,9,"""But he wouldn\u2019t eat, and the glass of milk spilled from his trembling hand."""
3118,9,"""\u201cI saw it in the Chicago newspaper,\u201d he said."""
3119,9,"""\u201cIt was all in the Chicago newspaper."""
3120,9,"""I started right away.\u201d"""
3121,9,"""\u201cI didn\u2019t know how to reach you.\u201d"""
3122,9,"""His eyes, seeing nothing, moved ceaselessly about the room."""
3123,9,"""\u201cIt was a madman,\u201d he said."""
3124,9,"""\u201cHe must have been mad.\u201d"""
3125,9,"""\u201cWouldn\u2019t you like some coffee?\u201d"""
3126,9,"""I urged him."""
3127,9,"""\u201cI don\u2019t want anything."""
3128,9,"""I\u2019m all right now, Mr.\u2014\u201d \u201cCarraway.\u201d"""
3129,9,"""\u201cWell, I\u2019m all right now."""
3130,9,"""Where have they got Jimmy?\u201d"""
3131,9,"""I took him into the drawing-room, where his son lay, and left him there."""
3132,9,"""Some little boys had come up on the steps and were looking into the hall; when I told them who had arrived, they went reluctantly away."""
3133,9,"""After a little while Mr. Gatz opened the door and came out, his mouth ajar, his face flushed slightly, his eyes leaking isolated and unpunctual tears."""
3134,9,"""He had reached an age where death no longer has the quality of ghastly surprise, and when he looked around him now for the first time and saw the height and splendour of the hall and the great rooms opening out from it into other rooms, his grief began to be mixed with an awed pride."""
3135,9,"""I helped him to a bedroom upstairs; while he took off his coat and vest I told him that all arrangements had been deferred until he came."""
3136,9,"""\u201cI didn\u2019t know what you\u2019d want, Mr. Gatsby\u2014\u201d \u201cGatz is my name.\u201d"""
3137,9,"""\u201c\u2014Mr. Gatz."""
3138,9,"""I thought you might want to take the body West.\u201d"""
3139,9,"""He shook his head."""
3140,9,"""\u201cJimmy always liked it better down East."""
3141,9,"""He rose up to his position in the East."""
3142,9,"""Were you a friend of my boy\u2019s, Mr.\u2014?\u201d"""
3143,9,"""\u201cWe were close friends.\u201d"""
3144,9,"""\u201cHe had a big future before him, you know."""
3145,9,"""He was only a young man, but he had a lot of brain power here.\u201d"""
3146,9,"""He touched his head impressively, and I nodded."""
3147,9,"""\u201cIf he\u2019d of lived, he\u2019d of been a great man."""
3148,9,"""A man like James J. Hill."""
3149,9,"""He\u2019d of helped build up the country.\u201d"""
3150,9,"""\u201cThat\u2019s true,\u201d I said, uncomfortably."""
3151,9,"""He fumbled at the embroidered coverlet, trying to take it from the bed, and lay down stiffly\u2014was instantly asleep."""
3152,9,"""That night an obviously frightened person called up, and demanded to know who I was before he would give his name."""
3153,9,"""\u201cThis is Mr. Carraway,\u201d I said."""
3154,9,"""\u201cOh!\u201d"""
3155,9,"""He sounded relieved."""
3156,9,"""\u201cThis is Klipspringer.\u201d"""
3157,9,"""I was relieved too, for that seemed to promise another friend at Gatsby\u2019s grave."""
3158,9,"""I didn\u2019t want it to be in the papers and draw a sightseeing crowd, so I\u2019d been calling up a few people myself."""
3159,9,"""They were hard to find."""
3160,9,"""\u201cThe funeral\u2019s tomorrow,\u201d I said."""
3161,9,"""\u201cThree o\u2019clock, here at the house."""
3162,9,"""I wish you\u2019d tell anybody who\u2019d be interested.\u201d"""
3163,9,"""\u201cOh, I will,\u201d he broke out hastily."""
3164,9,"""\u201cOf course I\u2019m not likely to see anybody, but if I do.\u201d"""
3165,9,"""His tone made me suspicious."""
3166,9,"""\u201cOf course you\u2019ll be there yourself.\u201d"""
3167,9,"""\u201cWell, I\u2019ll certainly try."""
3168,9,"""What I called up about is\u2014\u201d \u201cWait a minute,\u201d I interrupted."""
3169,9,"""\u201cHow about saying you\u2019ll come?\u201d"""
3170,9,"""\u201cWell, the fact is\u2014the truth of the matter is that I\u2019m staying with some people up here in Greenwich, and they rather expect me to be with them tomorrow."""
3171,9,"""In fact, there\u2019s a sort of picnic or something."""
3172,9,"""Of course I\u2019ll do my best to get away.\u201d"""
3173,9,"""I ejaculated an unrestrained \u201cHuh!\u201d and he must have heard me, for he went on nervously: \u201cWhat I called up about was a pair of shoes I left there."""
3174,9,"""I wonder if it\u2019d be too much trouble to have the butler send them on."""
3175,9,"""You see, they\u2019re tennis shoes, and I\u2019m sort of helpless without them."""
3176,9,"""My address is care of B. F.\u2014\u201d I didn\u2019t hear the rest of the name, because I hung up the receiver."""
3177,9,"""After that I felt a certain shame for Gatsby\u2014one gentleman to whom I telephoned implied that he had got what he deserved."""
3178,9,"""However, that was my fault, for he was one of those who used to sneer most bitterly at Gatsby on the courage of Gatsby\u2019s liquor, and I should have known better than to call him."""
3179,9,"""The morning of the funeral I went up to New York to see Meyer Wolfshiem; I couldn\u2019t seem to reach him any other way."""
3180,9,"""The door that I pushed open, on the advice of an elevator boy, was marked \u201cThe Swastika Holding Company,\u201d and at first there didn\u2019t seem to be anyone inside."""
3181,9,"""But when I\u2019d shouted \u201chello\u201d several times in vain, an argument broke out behind a partition, and presently a lovely Jewess appeared at an interior door and scrutinized me with black hostile eyes."""
3182,9,"""\u201cNobody\u2019s in,\u201d she said."""
3183,9,"""\u201cMr. Wolfshiem\u2019s gone to Chicago.\u201d"""
3184,9,"""The first part of this was obviously untrue, for someone had begun to whistle \u201cThe Rosary,\u201d tunelessly, inside."""
3185,9,"""\u201cPlease say that Mr. Carraway wants to see him.\u201d"""
3186,9,"""\u201cI can\u2019t get him back from Chicago, can I?\u201d"""
3187,9,"""At this moment a voice, unmistakably Wolfshiem\u2019s, called \u201cStella!\u201d from the other side of the door."""
3188,9,"""\u201cLeave your name on the desk,\u201d she said quickly."""
3189,9,"""\u201cI\u2019ll give it to him when he gets back.\u201d"""
3190,9,"""\u201cBut I know he\u2019s there.\u201d"""
3191,9,"""She took a step toward me and began to slide her hands indignantly up and down her hips."""
3192,9,"""\u201cYou young men think you can force your way in here any time,\u201d she scolded."""
3193,9,"""\u201cWe\u2019re getting sickantired of it."""
3194,9,"""When I say he\u2019s in Chicago, he\u2019s in Chicago.\u201d"""
3195,9,"""I mentioned Gatsby."""
3196,9,"""\u201cOh-h!\u201d"""
3197,9,"""She looked at me over again."""
3198,9,"""\u201cWill you just\u2014What was your name?\u201d"""
3199,9,"""She vanished."""
3200,9,"""In a moment Meyer Wolfshiem stood solemnly in the doorway, holding out both hands."""
3201,9,"""He drew me into his office, remarking in a reverent voice that it was a sad time for all of us, and offered me a cigar."""
3202,9,"""\u201cMy memory goes back to when first I met him,\u201d he said."""
3203,9,"""\u201cA young major just out of the army and covered over with medals he got in the war."""
3204,9,"""He was so hard up he had to keep on wearing his uniform because he couldn\u2019t buy some regular clothes."""
3205,9,"""First time I saw him was when he came into Winebrenner\u2019s poolroom at Forty-third Street and asked for a job."""
3206,9,"""He hadn\u2019t eat anything for a couple of days."""
3207,9,"""\u2018Come on have some lunch with me,\u2019 I said."""
3208,9,"""He ate more than four dollars\u2019 worth of food in half an hour.\u201d"""
